sentences 	 labels
\\zawodny  threads off of scoble  on the ie issue:\\"i have to say, when i first read that i nearly fell off my chair laughing. i was\thinking "how stupid are these ie guys?!?!?!" but we all know that microsoft is\full of smart people who care about what they're doing. so something really\doesn't compute here."\\"last time i checked, ie wasn't even close to feature parity with mozilla's\browsers. no popup blocking, no tabbed browsing, etc."\\"does the ie team really not know what their product is missing?"\\perhaps.  it's highly likely that they just don't know.\\the bigger issue here is that microsoft products can't fail and they can't\succeed.  microsoft has 40-50 billion in the bank.  there ...\\  	 3
the budget office and the case of the disappearing public interest  	 3
&lt;strong&gt;opinion&lt;/strong&gt; sap hardly to blame  	 3
&lt;strong&gt;letters&lt;/strong&gt; readers drive stake through parents' group  	 3
&lt;strong&gt;poll results&lt;/strong&gt; bright news for resident &lt;em&gt;reg&lt;/em&gt; ladyboy  	 3
&lt;strong&gt;competition&lt;/strong&gt; get those suggestions in  	 3
wireless computer networks could soon be running 10 times faster than they do now .  	 3
the uk's ad watchdog rules over which net connections can be described as full speed broadband .  	 3
a set of gameboy micro-games is named as the most innovative game of the year at a festival in scotland .  	 3
microsoft is stopping people getting hold of a key security update via net-based file- sharing systems .  	 3
doom 3 goes on sale in the uk at a time of renewed concerns over violence in video games .  	 3
people in the uk are spending more time and money going digital, says communications watchdog ofcom .  	 3
the playstation games console could be developed into a learning tool for children, says a northumberland head teacher .  	 3
getting the technology in place for athens 2004 is an olympic task in itself .  	 3
an enhanced satellite location system aims to help olympic security guards react more quickly to emergencies .  	 3
a 3d hologram technique could transform how experts spot forged signatures and other handwritten documents .  	 3
computer games can promote problem-solving and team-building in children, say games industry experts .  	 3
young people are increasingly happy to buy pirated goods or illegal download content from the net, a survey shows .  	 3
the catwoman game is a major disappointment that feels like a pointless tie-in with the film .  	 3
providence, r.i. (reuters) - was absenteeism a little high  on tuesday among the guys at the office? ea sports would like  to think it was because "madden nfl 2005" came out that day,  and some fans of the football simulation are rabid enough to  take a sick day to play it .  	 3
new york (reuters) - america online on thursday said it  plans to sell a low-priced pc targeting low-income and minority  households who agree to sign up for a year of dialup internet  service .  	 3
seattle (reuters) - microsoft corp. &lt;msft.o&gt; said it will  begin selling a stripped-down, low-cost version of its windows  xp operating system in the emerging markets of indonesia,  malaysia and thailand in order to spread the use of computing  and develop technology markets .  	 3
los angeles (reuters) - a group of consumer electronics  makers said on wednesday they approved the format for a new  generation of discs that can store five times the data of dvds  at the same cost -- enough to put a full season of "the  sopranos" on one disc .  	 3
new york (reuters) - the mystery of what went wrong for the  software industry in late june when sales stalled at more than  20 brand-name companies is not even close to being solved  although the third quarter is nearly halfway over .  	 3
seattle (reuters) - microsoft corp. &lt;msft.o&gt; released on  tuesday the latest version of its software for editing and  organizing digital photographs and images to tap into  widespread demand for digital cameras and photography .  	 3
seattle (reuters) - google inc. &lt;goog.o&gt; on monday again  boosted the number of shares it plans to sell in its initial  public offering, saying it will issue 2.7 million shares to  yahoo inc. &lt;yhoo.o&gt; to settle a lawsuit over technology used to  display ads .  	 3
unfortunately for users, computer equipment manufacturers and resellers don't adequately inform windows users of the risks involved in accessing the internet without proper security measures.&lt;br&gt;&lt;font face="verdana,ms sans serif,arial,helvetica" size="-2"\ color="#666666"&gt;&lt;b&gt;-the washington post&lt;/b&gt;&lt;/font&gt;  	 3
service pack 2, "sp2" for short, aims to stop viruses, worms, browser hijackings and worse by including security features that people have to add and adjust on their own. &lt;font face="verdana,ms sans serif,arial,helvetica" size="-2"\ color="#666666"&gt;&lt;b&gt;-rob pegoraro&lt;/b&gt;&lt;/font&gt;  	 3
fido the stamp is here. well, he could be -- all it takes is for one dog owner to snap a digital photo of his beloved pooch, submit it to the stamps.com web site and order personalized postage. &lt;font face="verdana,ms sans serif,arial,helvetica" size="-2"\ color="#666666"&gt;&lt;b&gt;-leslie walker&lt;/b&gt;&lt;/font&gt;  	 3
at bungalow billiards in chantilly on wednesday, about a dozen single parents from northern virginia gathered at happy hour to mingle, eat and drink. all were divorced or widowed members of the fairfax chapter of parents without partners .  	 3
if it's possible to love something just because it could visit torrents upon the washington region, fling hail from the skies and swell streams into rivers, then jason samenow is smitten .  	 3
company launched the biggest electronic auction of stock in wall street history friday but warned that it could face legal liability from a playboy magazine interview in which some aspects of the internet search engine's performance were overstated. &lt;font face="verdana,ms sans serif,arial,helvetica" size="-2"\ color="#666666"&gt;&lt;b&gt;-the washington post&lt;/b&gt;&lt;/font&gt;  	 3
umesh patel, a 36-year old software engineer from california, debated until the last minute .  	 3
as deborah p. majoras takes over the federal trade commission on monday, she's expected to build on the broad agenda set by her predecessor, timothy j. muris .  	 3
the army's new medium-weight armored vehicle, the stryker, weighs so much that it curtails the range of c-130 military cargo aircraft that carry it and under certain conditions make it impossible for the planes to take off, a new report for congress found .  	 3
bioveris corp. announced yesterday that it settled two lawsuits against jacob n. wohlstadter, its chief executive's son, whom the company had accused of spending millions of dollars on cars and real estate to sabotage a joint venture he ran so he could purchase it for a bargain price .  	 3
investors in the company that's trying to come off as cute as a bunny could find themselves holding a fistful of vipers if the founders of google inc. continue to do things like show up in playboy magazine around the same time their company is going public. &lt;font face="verdana,ms sans serif,arial,helvetica" size="-2"\ color="#666666"&gt;&lt;b&gt;-washingtonpost.com&lt;/b&gt;&lt;/font&gt;  	 3
internet auctioneer ebay inc. said friday it acquired a 25 percent stake in craigslist, an online community of classified ads and forums. &lt;font face="verdana,ms sans serif,arial,helvetica" size="-2"\ color="#666666"&gt;&lt;b&gt;-associated press&lt;/b&gt;&lt;/font&gt;  	 3
the instant message blinked on the computer at jessica cutler's desk in the russell senate office building. "oh my god, you're famous."  	 3
people will need to eat more vegetables and less meat because of dwindling water supplies, scientists say .  	 3
richard branson says the virgin global flyer is looking good for its solo trip around the world without refuelling .  	 3
a team of british explorers, who are retracing the steps of a victorian  pioneer, have reached thom bay .  	 3
the space shuttle's external fuel tank, implicated in the 2003 columbia disaster, is to get its own camera .  	 3
the hubble space telescope has looked into a bubble of gas and dust being inflated by a young star's particles .  	 3
orange coral common to the caribbean has bacteria to thank for its hue, say us marine scientists .  	 3
a worcestershire museum is forced to close for several weeks while a swarm of honey bees is removed .  	 3
the annual perseid meteor shower could provide a "spectacular" show, despite a disappointing start .  	 3
a protein which helps increase lifespan in worms offers hope for new parkinson's and alzheimer's treatments .  	 3
uk tissue engineering experts are teaming up with nasa to find treatments for diseases back on earth .  	 3
a rapid and accurate test for tb could cut infection rates around the world, say experts .  	 3
the first request by british scientists to clone human embryos has been granted by experts .  	 3
a disturbance free zone for nesting birds is put at risk by vandals who cut down the boundary fence .  	 3
heat waves in the 21st century will be more intense, more frequent and longer, us experts say .  	 3
scientists in the united states find a way to turn lazy monkeys into workaholics using gene therapy .  	 3
the evolution of whales from four-legged land dwellers into streamlined swimmers has been traced in fossilised ears, nature reports .  	 3
nasa will extend operation of the tropical rainfall\measuring mission (trmm) through the end of 2004, in light of a\recent request from the national oceanic and atmospheric\administration (noaa) .  	 3
in the next 100 years, alaska will experience a massive loss of its historic tundra, as global warming allows these vast regions of cold, dry, lands to support forests and other vegetation that will dramatically alter native ecosystems. (oregon state university press release)  	 3
researchers have shown that the sun can be responsible for, at most, only a small part of the warming over the last 20-30 years. (max planck society press release)  	 3
when it comes to forests, air pollution is not an equal opportunity hazard. while dirty air spreads across large areas of the new england region, it's more scattered in the southeastern part of the united states. (university of wisconsin-madison press release)  	 3
while a rapidly changing climate may alter the composition of northern wisconsin's forests, disturbances such as logging also will play a critical role in how these sylvan ecosystems change over time. (university of wisconsin-madison press release)  	 3
in a study with implications for how north american trees might respond to a changing climate, molecular information collected by duke university researchers refutes a widely accepted theory that many of the continent's tree species migrated rapidly from the deep south as glaciers retreated at the end of the last ice age. (duke university press release)  	 3
events like the great dust bowl of the 1930s, immortalized in "the grapes of wrath" and remembered as a transforming event for millions of americans, were regular parts of much-earlier cycles of droughts followed by recoveries in the region, according to new studies by a multi-institutional research team led by duke university. (duke university press release)  	 3
scientists are embarking on a project which will explore how global warming is devastating one of the world's most diverse ecosystems, coral reefs. (university of newcastle press release)  	 3
the modis instrument aboard nasa's terra satellite captured this true-color image of typhoon rananim on august 12 at 2:40 utc .  	 3
like bugs streaking colorfully down the side window of a moving car, earthgrazing perseid meteors could put on a pleasing show after sunset on august 11th .  	 3
one day, astronauts could zip across the solar system in spinning spaceships.  how will their brains adapt to life onboard a twirling home where strange  quot;coriolis forces quot; rule?  	 3
a cutting-edge apollo 11 science experiment left behind in the sea of tranquility is still running today .  	 3
at the outer limits of our solar system, a solar shock wave is about to overtake nasa's voyager 1 spacecraft .  	 3
when cassini reached saturn on june 30th, it dashed through a gap in saturn's rings, twice. one of onboard science instruments recorded a flurry of ring-dust harmlessly striking the spacecraft.\\  	 3
new analysis of fossil bones indicates that adolescent &lt;i&gt;tyrannosaurus rex&lt;/i&gt; dinosaurs grew extremely rapidly, quickly reaching gigantic size .  	 3
whale fossils found with tiny ear bones reveal for the first time how the ancestors of whales and dolphins developed their acute underwater hearing .  	 3
in the new movie &lt;i&gt;danny deckchair,&lt;/i&gt; a truck driver ties party balloons to a chair and flies away. it's called cluster ballooning, and believe it or not, it's a real sport .  	 3
tonight's annual perseid meteor shower is likely to be a spectacular show of shooting stars zipping across the night sky, according to astronomers .  	 3
rogue waves #151;eight or more stories or higher #151;are freaks of the ocean once thought to be tall tales told by sailors. but now scientists have satellite evidence that the massive upwellings are not only real but also fairly common .  	 3
what did the first olympians eat? food historians are scouring ancient texts to find out .  	 3
armed poachers from sudan have been raiding and destroying neighboring central african republic's wildlife resources for years. now, with the help of a militant u.s. conservationist, the car populace is arming and training itself to fight back .  	 3
nude athletes, performance-enhancing lizard meat, and animal sacrifices are just a few of the things that separate the ancient olympics from the modern games, says the author of &lt;i&gt;the naked olympics.&lt;/i&gt;  	 3
global warming is threatening travel destinations worldwide. what's more, travelers themselves are contributing to it. find out what you can do about it .  	 3
why did a lake tahoe-area peak move dramatically late last year? a new report says magma deep below surged upward, forcing the mountain to rise .  	 3
with an influx of chimps previously used as laboratory animals, florida's center for captive chimpanzee care is transforming into the largest chimp sanctuary in the world #151;almost overnight .  	 3
locusts are commonly associated with plagues, food shortages, and death. but they are also inspiring what may be the next wave in lifesaving collision-avoidance systems .  	 3
nasa -- an unpiloted russian cargo ship linked up the international space station this morning to deliver almost three tons of food, fuel, oxygen, water and supplies to the residents onboard.     the iss progress 15 craft automatically docked to the aft port of the zvezda service module at 12:01 a.m.. .  	 3
by bill kaczor    pensacola, fla. (ap) -- a former dormitory converted to classrooms at the pensacola naval air station was dedicated friday to two columbia astronauts who were among the seven who died in the shuttle disaster feb.. .  	 3
nasa -- the days of doctors making house calls may seem like ancient history for most patients in north america, but in october, three astronauts and a canadian doctor will test the latest concepts in long-distance house calls using a unique underwater laboratory.     the ability to conduct long-distance health care such as telemonitoring and telerobotic surgery could be key to maintaining the wellness of future spacefarers and responding to medical emergencies on the international space station, the moon or mars.. .  	 3
the famous orson welles' radio broadcast of "the war of the worlds" is about to hit the big screen, as film moguls spielberg and cruise bring the h.g. wells' classic back into the popular imagination. are we so clever today not be duped?  	 3
chandra x-ray observatory -- a nasa chandra x-ray observatory image has revealed a complex of several intergalactic hot gas clouds in the process of merging.     the superb chandra spatial resolution made it possible to distinguish individual galaxies from the massive clouds of hot gas.. .  	 3
hubble space telescope -- in this unusual image, nasa's hubble space telescope captures a rare view of the celestial equivalent of a geode  a gas cavity carved by the stellar wind and intense ultraviolet radiation from a hot young star.    real geodes are baseball-sized, hollow rocks that start out as bubbles in volcanic or sedimentary rock.. .  	 3
by harry bortman    in this second and final part of the interview, lunine explains how huygens may help scientists understand the origin of life on earth, even if it doesn't detect life on titan.    astrobiology magazine -- titan is the only moon in our solar system with an atmosphere, and it is the organic chemistry that has been detected in that atmosphere that has sparked the imagination of planetary scientists like lunine.. .  	 3
mauna kea, hawaii -- the sharpest image ever taken of a dust disk around another star has revealed structures in the disk which are signs of unseen planets.     dr.. .  	 3
marshall space flight center -- on august 12, 1999, nasa's chandra x-ray observatory opened its sunshade doors for the first time, allowing celestial x-ray light to reach the observatory's mirrors. this one small step for the observatory proved to be a giant leap for science as chandra began its mission to shed new light on a violent, mysterious universe invisible to the human eye.. .  	 3
globular star clusters are like spherical cathedrals of light -- collections of millions of stars lumped into a space only a few dozen light-years across. if the earth resided within a globular cluster, our night sky would be alight with thousands of stars more brilliant than sirius .  	 3
by s. srinivasan    bangalore, india (ap) -- india is rethinking its plan to send a man to the moon by 2015, as the mission would cost a lot of money and yield very little in return, the national space agency said thursday.. .  	 3
european space agency -- esas quartet of space-weather watchers, cluster, has discovered vortices of ejected solar material high above the earth.     the superheated gases trapped in these structures are probably tunnelling their way into the earths magnetic bubble, the magnetosphere.. .  	 3
by henry bortman     jonathan lunine, professor of planetary science and physics at the university of arizona's lunar and planetary laboratory in tucson, arizona, has long been fascinated by saturn's largest moon, titan. in this first part of the interview, lunine explains what scientists hope to learn from huygens.. .  	 3
the milky way is a vast, diverse neighborhood. if you're hoping to find earthlike planets that may harbor life, you'll need to narrow the search. stars are a good place to start, because the dusty discs around stars spawn young planets .  	 3
by elaine kurtenbach    shanghai, china (ap) -- chinese astronauts are in the final stages of preparing for a manned space mission that will orbit the globe 14 times before returning to earth, a state-run newspaper reported thursday.    the launch, expected sometime this month, will initially send a manned craft, the shenzhou 5, into an oval orbit that at its closest will be 125 miles from earth, the liberation daily reported, citing "relevant channels."    after circling the earth several times, the ship will enter an orbit at about 220 miles from earth, the report said.. .  	 3
jet propulsion lab -- thirty days before its historic return to earth with nasa's first samples from space since the apollo missions, the genesis spacecraft successfully completed its twentieth trajectory maneuver.     at 12:00 universal time (5:00 a.m.. .  	 3
tokyo (ap) -- a lunar orbiter that japan had planned to launch this year could face further delays, possibly until next year or later, because of a funding shortfall and problems developing the probe's information-gathering capabilities, japan's space agency said wednesday.    the japan aerospace exploration agency, or jaxa, released a report to a government-run commission explaining expected delays to the launch of the \$135 million lunar-a probe.. .  	 3
moscow (ap) -- a russian cargo ship loaded with supplies and equipment blasted off from the baikonour cosmodrome in kazakhstan on wednesday headed for the international space station, a russian space official said.    the progress m-50 ship took off at 1:03 a.m.. .  	 3
the annual perseid meteor shower is coming, and forecasters say it could be unusually good. like bugs streaking down the side window of a moving car, colorful perseid earthgrazers could put on a pleasing show after sunset this week .  	 3
(ap) -- nasa's chief is urging his hubble space telescope team to press ahead with plans for a robotic repair mission to the aging observatory, saying, "let's go save the hubble."    administrator sean o'keefe says he will ask congress for money to accomplish the job. he estimates it will take about \$1 billion to \$1.6 billion to develop and launch a robot to make the needed upgrades to keep the popular telescope running and to get it out of orbit once its work is through.. .  	 3
uc davis -- a new method for looking at the composition of comets using ground-based telescopes has been developed by chemists at uc davis. remnants from the formation of our solar system, the makeup of comets gives clues about how the earth and other planets formed.. .  	 3
a new image from nasa's spitzer space telescope shows the shimmering embers of a dying star, and in their midst a mysterious doughnut-shaped ring. the dying star is part of a "planetary nebula" called ngc 246. when a star like our own sun begins to run out of fuel, its core shrinks and heats up, boiling off the star's outer layers .  	 3
advice on how to get a good night's slumber and avoid future heart trouble    healthdaynews -- lack of sleep can cause more than drowsiness; it can contribute to a number of health problems.    short-term effects of lack of sleep include increases in blood pressure and levels of stress hormones, according to an article in the august issue of the harvard heart letter.. .  	 3
by kathleen doheny, healthday reporter    healthdaynews -- gather together some diners who are trying to lose weight, then sit back and listen to the debate.    almost anyone who's on a diet -- or at least one that's working -- is convinced his or her plan is the best.. .  	 3
clouds help regulate the earths climate by reflecting sunlight into space, thus cooling the surface. when cloud patterns change, they modify the earths energy balance in turn, and temperatures on the earths surface .  	 3
by amanda gardner, healthday reporter    healthdaynews -- last year's influenza vaccine was far from a perfect match against the virus that sickened people, but it offered more protection from the illness than experts had previously thought.    in very young children, the shot was found to be 25 percent to 49 percent effective in preventing influenza-like illness, which is a suspected case of flu that wasn't confirmed in a laboratory.. .  	 3
as the 2004 summer olympics officially get underway friday with an international broadcast of the opening ceremonies, health experts expect the athens games to inspire couch potatoes to become more active. but, experts caution, amateurs, particularly sedentary ones, should not jump into a new sports activity without sufficient preparation .  	 3
by krista larson     sayreville, n.j. (ap) -- while the tennis courts at kennedy park are bare on a hot afternoon, parents keep dropping off teenagers at the skate park, home to all the day's action.. .  	 3
by lauran neergaard    washington (ap) -- rats can become drug addicts. that's important to know, scientists say, and has taken a long time to prove.. .  	 3
by amanda gardner, healthday reporter    healthdaynews -- contrary to popular belief, not all kids who are allergic to insect stings outgrow their sensitivity.    some people whose allergies left them in fear of bees, wasps, and the like as children still react to their stings as adults, but a new study offers relief: allergy shots given in childhood can protect them for up to 20 years.. .  	 3
by diedtra henderson     washington (ap) -- "cues from chatter" gathered around the world are raising concerns that terrorists might try to attack the domestic food and drug supply, particularly illegally imported prescription drugs, acting food and drug administration commissioner lester m. crawford says.. .  	 3
his hand on a toggle switch and his eyes on a computer screen, oregon state university graduate student anthony kirincich uses an array of scientific instruments to probe the vibrant waters of the pacific. he is searching for the absence of life .  	 3
the prospect that a tropical storm and a hurricane - or possibly two hurricanes - could strike florida on the same day is something meteorologists say they have never seen. "it's almost unheard of," state meteorologist ben nelson said .  	 3
by linda a. johnson    (ap) -- an obese massachusetts woman and her 8-month-old fetus died of complications 18 months after stomach-stapling surgery, an apparent first that is leading to warnings about the risks of pregancy soon after the surgery.. .  	 3
t. rex was one of the largest meat-eaters ever to walk the land when it died out some 65 million years ago. at an elephant-like 6 tons, it stretched about 40 feet to 45 feet long and measured about 13 feet tall at the hip. the adult skull alone was 5 feet long, with teeth up to a foot long .  	 3
by emma ross     london (ap) -- britain granted its first license for human cloning wednesday, more than three years after becoming the first nation to authorize the technique to produce stem cells for medical research.    a team of researchers at newcastle university hope eventually to create insulin-producing cells that could be transplanted into diabetic patients.. .  	 3
by ed edelson, healthday reporter    healthdaynews -- a new anti-clotting drug for people having artery-opening procedures lowers the rate of complications, gets patients out of the hospital faster, and probably saves lives, a study finds.    and it saves money to boot, says dr.. .  	 3
the tiniest blood vessels of the eye can provide a glimpse that may warn of future high blood pressure, australian researchers report. that finding comes from a computerized analysis of special camera images of the retina, an experimental technique .  	 3
by lindsey tanner     chicago (ap) -- scientists say they are making headway in developing a vaccine against a common strep germ, the cause of millions of sore throats as well as a deadly but uncommon flesh-eating disease.    a test of an experimental vaccine in just 28 people prompted an immune response with no serious side effects, but it's still not known if the shot would keep people from catching the strep germ.. .  	 3
by mark stevenson      mexico city (ap) -- mexican authorities are investigating the sale of fake or substandard medicine in a border town so popular among americans seeking cheap medications that it has more pharmacies than streets.    u.s.. .  	 3
in the first trial of its kind, austrian researchers have achieved success with an allergy vaccine using genetically engineered pollen. the findings are reported in this week's issue of the proceedings of the national academy of sciences .  	 3
by ron fournier    langhorne, pa. (ap) -- first lady laura bush defended her husband's policy on embryonic stem cell research monday, calling democratic rival john kerry's criticism "ridiculous" and accusing proponents of overstating the potential for medical breakthroughs.. .  	 3
by lauran neergaard      washington (ap) -- four-month-old damaris ochoa was near death, born with an enlarged heart that was quickly giving out. obtaining a transplant in time was a long shot.. .  	 3
by ira dreyfuss     washington (ap) -- the typical vending machine fare consists of chocolate bars and potato chips, leaving few options for people seeking low-calorie or low-salt snacks.    that is changing now as companies develop markets for products they expect to satisfy both nutritionists and consumers.. .  	 3
mckinsey says a post-boom tech industry can profit mightily by taking stock in the operations of many slower-growth industries .  	 3
knowledgewharton goes inside the it conundrum to examine why capital spending--and corporate confidence--remains low .  	 3
roundup plus: amd starts shipping 90-nanometer chips...abc.com to air on real's superpass...lenovo revenue grows, but problems persist .  	 3
says certain documents, which oracle and others want to keep from eyes of rivals, may be necessary to decide case .  	 3
it workers' confidence in the employment market kept growing in july, but techies are less happy with actual jobs than workers overall .  	 3
authors of a performance review tell the beleaguered state government it could save millions of dollars by adopting open-source software and internet-based phone calling .  	 3
that's the research firm's verdict on microsoft's stripped-down starter edition for developing countries .  	 3
company looks to juice its application server business with a version tuned for smaller organizations .  	 3
cnet news.com's charles cooper asks what it is about microsoft that pushes so many people straight over the edge?  	 3
plus: dell meets expectations...storage, servers bruise hp earnings...healthy sales lift cisco's profit .  	 3
the chipmaker appears to have met its most recent deadline for production of the smaller-featured chips .  	 3
china's largest pc maker sees surge in profits but loses market share to multinational companies .  	 3
ceo says firm saw no sales slowdown. could results help calm waters after bad news from hp and cisco?  	 3
hp and cisco spooked investors with recent comments about sales, but analysts say the overall tech market is still inching along .  	 3
company follows up on promise of "immediate management changes" after disappointing earnings report, cnet news.com has learned .  	 3
when heir apparent paul otellini takes the reins, what will the chipmaker look like?  	 3
big blue's "dinosaur" mainframe business gets a boost with a european customer consolidating sap applications using linux .  	 3
former gateway executive to lead consumer marketing efforts at hewlett-packard .  	 3
windows beats linux in total cost of 'ownership.' hold on, that's not a good thing .  	 3
despite age-old olympic truce known as the ekecheiria, or "holding of hands," security experts aren't taking any chances.\  	 3
the norwegian hacker famous for cracking dvd encryption reveals the public key for airport express .  	 3
proposed tech standard would verify senders' ip addresses to cut malicious phishing and annoying viagra pitches .  	 3
securify founder taher elgamal says a patchwork mentality has effectively turned network security into an it budget black hole .  	 3
a year after the msblast worm, the software giant releases sp2 for windows xp. would it have stopped the fast-spreading virus?  	 3
the 19-year-old faces up to 37 months in prison after admitting to creating the "msblast.b" variant .  	 3
the patch fixes a flaw in the e-mail server software that could be used to get access to in-boxes and information .  	 3
a vulnerability in aol's instant messenger could allow attacks. also: a new bagle variant rumbles across the net .  	 3
attackers could bombard pcs using instant messenger's "away" feature. aol says a fix is imminent .  	 3
major cell phone infrastructure provider plans to use hp's telecom software in 3g mobile network gear .  	 3
not all of the cable company's broadband subscribers got a recent hike in bandwidth .  	 3
nortel scores its first major wireless deal with an indian service provider .  	 3
a possible trojan horse hidden in an illegal cell-phone game hits smart phones using the symbian operating system .  	 3
voip company suffers "delays," the second glitch in two weeks. those affected are told to reboot their adaptors .  	 3
networking consortium submits proposal for faster wi-fi, as battle lines are drawn between rival groups .  	 3
some net phone users who are also broadband subscribers aren't receiving incoming calls. at #38;t plans to release patch .  	 3
in a tough scrimmage against resurgent baby bells, the broadband pioneer flips open the voip playbook .  	 3
freescale semiconductor starts shipping its xs110 chip, which will help consumers to connect devices wirelessly .  	 3
fcc says cellular carriers are working on extending the walkie-talkie feature to wi-fi networks--which could mean to voip phones .  	 3
the separation of palmone and palmsource will be complete with eric benhamou's resignation as the latter's chairman .  	 3
next-generation dvd specification approved, clearing way for manufacturers to produce read-only disks .  	 3
portalplayer, whose chip powers apple's mp3 player, files for ipo. paperwork gives glimpse of potential evolution of ipod .  	 3
electronics giant develops new television technology to attack core business from a new angle .  	 3
handheld maker says it will close down its palm.net wireless e-mail and web service soon .  	 3
bundle of professional video editing applications includes new motion special-effects software .  	 3
new imaging software is making eyes at those squinty camera-phone pictures .  	 3
want to get into the market for dvd players? intense competition and standardization mean that you might make more as a mime .  	 3
firm brings tech already used in phones and laptops to desktops. screen creates different pixel images for each eye .  	 3
in a report this week, the u.s. department of energy said inventory controls at the los alamos national laboratory were not robust enough, and some computers were never entered into the lab's inventory database .  	 3
circuit city this week bucked the trend of retailers opting for windows-based point-of-sale systems by announcing plans to migrate to linux-based ibm cash registers at its 600 stores .  	 3
edward yourdon, a co-founder of the cutter consortium, says in an upcoming book that the threat of offshore outsourcing isn't restricted to u.s. software development jobs but to all kinds of knowledge work .  	 3
software company executives at a cibc world markets conference this week cited a variety of reasons for why june sales slowed, from record oil prices to steep software discounting and regulatory distractions on accounting deadlines .  	 3
the voice-over-ip market is growing, and by next year, 50 of all lines installed in the u.s. are expected to rely on voip technology -- despite continuing concerns that installations can be costly .  	 3
if there's one thing the atos origin sa team understands as lead contractor for the olympic it infrastructure, it's that you must learn from your mistakes .  	 3
though bea systems signed 18 licensing deals worth \$1 million and added 488 new customers during the quarter, licensing revenue dropped to \$116.3 million .  	 3
security experts said that while the new service pack 2 for windows xp will bolster the operating system's security, hackers will still find a way to exploit any flaws .  	 3
officials at sun microsystems, javalobby, and infravio this week revealed initiatives positioned as advances in either java development or web services consumption .  	 3
leading isps, anti-spam vendors, and e-mail software companies are moving quickly to add support for the microsoft-backed anti-spam technology standard sender id, even as some e-mail experts raise doubts that the technology will work .  	 3
hewlett-packard blindsided analysts with news that its third- and fourth-quarter earnings would badly miss estimates primarily because of problems in its server and storage division .  	 3
san francisco - online auction giant ebay inc. has acquired a 25 percent stake in san francisco classified advertisements web site craigslist, the companies said friday .  	 3
advanced micro devices inc.'s (amd inc.'s) 90-nanometer notebook processors are on their way to customers, according to a research note published by goldman sachs   co. thursday.&lt;p&gt;advertisement&lt;/p&gt;&lt;p&gt;&lt;img src="http://ad.doubleclick.net/ad/idg.us.ifw.general/ibmpseries;sz=1x1;ord=200301151450?" width="1" height="1" border="0"/&gt;&lt;a href="http://ad.doubleclick.net/clk;9824455;9690404;u?http://ad.doubleclick.net/clk;9473681;9688522;d?http://www.ibm.com/servers/eserver/pseries/campaigns/boardroom/index.html?ca=pseries met=boardroom me=e p_creative=p_infow_rss"&gt;introducing ibm eserver p5 systems.&lt;/a&gt;&lt;br/&gt;powered by ibms most advanced 64-bit microprocessor (power5(tm)), p5 systems can run unix and linux simultaneously. learn more about eserver p5 systems.&lt;/p&gt;  	 3
a rule prohibiting mobile-phone spam adopted by the u.s. federal communications commission (fcc) earlier this month doesn't prohibit phone-to-phone text messaging, but fcc officials believe the new rule, combined with a 13-year-old law, should protect u.s. mobile phone customers against unsolicited commercial e-mail .  	 3
eric benhamou will resign as chairman of palmsource inc. on oct. 28, the company announced friday. the company said it expects he will continue in his role as chairman of sister company palmone inc .  	 3
google inc. is opening the auction for its much-anticipated initial public offering (ipo) on friday, with plans to announce the pricing of its stock next week .  	 3
athens -- if there's one thing the atos origin sa team understands as lead contractor for the olympic it infrastructure, it's that you must learn from your mistakes .  	 3
auction company is apparently drawn to the classifieds model pioneered by community resource site .  	 3
some say win xp sp2 enhancements cause conflicts, don't protect as claimed .  	 3
earliest adopters of updated program should download again to ensure full security .  	 3
mobile phones are target of virus traveling through illegal version of the game mosquitos .  	 3
hdtv wonder snags free high-definition transmissions for budget viewing .  	 3
microsoft partners with blockbuster online, cinemanow, and movietickets.com on one-stop entertainment portal .  	 3
little fallout reported from service pack, but maybe it's because everyone's being cautious .  	 3
aol courts novices, spanish-speakers with budget pc that includes a year of aol service .  	 3
students design mobile data-access system for health-care workers .  	 3
teen faces prison for unleashing malicious variant of ms blaster worm last year .  	 3
task force plans antispam campaign, from education to cross-border legal efforts .  	 3
networked multifunction devices share pc vulnerabilities to worms, hackers .  	 3
prototype 90-nanometer radio chip promises more power than current cmos technology .  	 3
services try different approaches to sender authentication to halt spam .  	 3
spammers aren't ducking antispam laws by operating offshore, they're just ignoring it .  	 3
wireless devices slip past anti-gadget policies to open a new communications channel to lawmakers .  	 3
intuit tweaks personal finance tool's usability, but update isn't essential if you're running a recent version .  	 3
new 2300mp digital model offers high brightness and resolution, at a low price .  	 3
locally focused group "metro" blogs -- compilations of events, reflections, recommendations, news and complaints -- are emerging to put a number of big cities in intimate, street-level relief .  	 3
by jeffrey gold    paterson, n.j.(ap) - a state judge ordered toys "r" us and amazon.com to work together so the online retailer can abide by her order requiring amazon to keep sellers on its web site from listing products to which toys "r" us, which also markets through amazon, has exclusive rights.     superior court judge margaret m.. .  	 3
google inc. (goog) forged ahead with its ipo auction friday, even as the online search engine leader acknowledged a newly published magazine interview with its founders contained misleading information .  	 3
by may wong    san jose, calif. (ap) -- online auctioneer ebay inc.. .  	 3
